Number_of_Pitches,Number_of_Pitch_Classes,Number_of_Common_Pitches,Number_of_Common_Pitch_Classes,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Dominant_Spread,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Prevalence_of_Most_Common_Pitch,Prevalence_of_Most_Common_Pitch_Class,Relative_Prevalence_of_Top_Pitches,Relative_Prevalence_of_Top_Pitch_Classes,Interval_Between_Most_Prevalent_Pitches,Interval_Between_Most_Prevalent_Pitch_Classes,Pitch_Variability,Pitch_Class_Variability,Pitch_Class_Variability_After_Folding,Pitch_Skewness,Pitch_Class_Skewness,Pitch_Class_Skewness_After_Folding,Pitch_Kurtosis,Pitch_Class_Kurtosis,Pitch_Class_Kurtosis_After_Folding,Major_or_Minor,First_Pitch,First_Pitch_Class,Last_Pitch,Last_Pitch_Class,Glissando_Prevalence,Average_Range_of_Glissandos,Vibrato_Prevalence,Microtone_Prevalence,Most_Common_Melodic_Interval,Mean_Melodic_Interval,Number_of_Common_Melodic_Intervals,Distance_Between_Most_Prevalent_Melodic_Intervals,Prevalence_of_Most_Common_Melodic_Interval,Relative_Prevalence_of_Most_Common_Melodic_Intervals,Amount_of_Arpeggiation,Repeated_Notes,Chromatic_Motion,Stepwise_Motion,Melodic_Thirds,Melodic_Perfect_Fourths,Melodic_Tritones,Melodic_Perfect_Fifths,Melodic_Sixths,Melodic_Sevenths,Melodic_Octaves,Melodic_Large_Intervals,Minor_Major_Melodic_Third_Ratio,Melodic_Embellishments,Direction_of_Melodic_Motion,Average_Length_of_Melodic_Arcs,Average_Interval_Spanned_by_Melodic_Arcs,Melodic_Pitch_Variety,Average_Number_of_Simultaneous_Pitch_Classes,Variability_of_Number_of_Simultaneous_Pitch_Classes,Average_Number_of_Simultaneous_Pitches,Variability_of_Number_of_Simultaneous_Pitches,Most_Common_Vertical_Interval,Second_Most_Common_Vertical_Interval,Distance_Between_Two_Most_Common_Vertical_Intervals,Prevalence_of_Most_Common_Vertical_Interval,Prevalence_of_Second_Most_Common_Vertical_Interval,Prevalence_Ratio_of_Two_Most_Common_Vertical_Intervals,Vertical_Unisons,Vertical_Minor_Seconds,Vertical_Thirds,Vertical_Tritones,Vertical_Perfect_Fourths,Vertical_Perfect_Fifths,Vertical_Sixths,Vertical_Sevenths,Vertical_Octaves,Perfect_Vertical_Intervals,Vertical_Dissonance_Ratio,Vertical_Minor_Third_Prevalence,Vertical_Major_Third_Prevalence,Chord_Duration,Partial_Chords,Standard_Triads,Diminished_and_Augmented_Triads,Dominant_Seventh_Chords,Seventh_Chords,Non-Standard_Chords,Complex_Chords,Minor_Major_Triad_Ratio,Simple_Initial_Meter,Compound_Initial_Meter,Complex_Initial_Meter,Duple_Initial_Meter,Triple_Initial_Meter,Quadruple_Initial_Meter,Metrical_Diversity,Total_Number_of_Notes,Note_Density_per_Quarter_Note,Note_Density_per_Quarter_Note_per_Voice,Note_Density_per_Quarter_Note_Variability,Range_of_Rhythmic_Values,Number_of_Different_Rhythmic_Values_Present,Number_of_Common_Rhythmic_Values_Present,Prevalence_of_Very_Short_Rhythmic_Values,Prevalence_of_Short_Rhythmic_Values,Prevalence_of_Medium_Rhythmic_Values,Prevalence_of_Long_Rhythmic_Values,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Dotted_Notes,Shortest_Rhythmic_Value,Longest_Rhythmic_Value,Mean_Rhythmic_Value,Most_Common_Rhythmic_Value,Prevalence_of_Most_Common_Rhythmic_Value,Relative_Prevalence_of_Most_Common_Rhythmic_Values,Difference_Between_Most_Common_Rhythmic_Values,Rhythmic_Value_Variability,Rhythmic_Value_Skewness,Rhythmic_Value_Kurtosis,Mean_Rhythmic_Value_Run_Length,Median_Rhythmic_Value_Run_Length,Variability_in_Rhythmic_Value_Run_Lengths,Mean_Rhythmic_Value_Offset,Median_Rhythmic_Value_Offset,Variability_of_Rhythmic_Value_Offsets,Complete_Rests_Fraction,Partial_Rests_Fraction,Average_Rest_Fraction_Across_Voices,Longest_Complete_Rest,Longest_Partial_Rest,Mean_Complete_Rest_Duration,Mean_Partial_Rest_Duration,Median_Complete_Rest_Duration,Median_Partial_Rest_Duration,Variability_of_Complete_Rest_Durations,Variability_of_Partial_Rest_Durations,Variability_Across_Voices_of_Combined_Rests,Number_of_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Moderate_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Relatively_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Harmonicity_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Strength_of_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_of_Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Rhythmic_Variability_-_Tempo_Standardized,Rhythmic_Looseness_-_Tempo_Standardized,Polyrhythms_-_Tempo_Standardized,Initial_Tempo,Mean_Tempo,Tempo_Variability,Duration_in_Seconds,Note_Density,Note_Density_Variability,Average_Time_Between_Attacks,Average_Time_Between_Attacks_for_Each_Voice,Variability_of_Time_Between_Attacks,Average_Variability_of_Time_Between_Attacks_for_Each_Voice,Minimum_Note_Duration,Maximum_Note_Duration,Average_Note_Duration,Variability_of_Note_Durations,Amount_of_Staccato,Number_of_Strong_Rhythmic_Pulses,Number_of_Moderate_Rhythmic_Pulses,Number_of_Relatively_Strong_Rhythmic_Pulses,Strongest_Rhythmic_Pulse,Second_Strongest_Rhythmic_Pulse,Harmonicity_of_Two_Strongest_Rhythmic_Pulses,Strength_of_Strongest_Rhythmic_Pulse,Strength_of_Second_Strongest_Rhythmic_Pulse,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses,Rhythmic_Variability,Rhythmic_Looseness,Polyrhythms,Variability_of_Note_Prevalence_of_Pitched_Instruments,Variability_of_Note_Prevalence_of_Unpitched_Instruments,Number_of_Pitched_Instruments,Number_of_Unpitched_Instruments,Unpitched_Percussion_Instrument_Prevalence,String_Keyboard_Prevalence,Acoustic_Guitar_Prevalence,Electric_Guitar_Prevalence,Violin_Prevalence,Saxophone_Prevalence,Brass_Prevalence,Woodwinds_Prevalence,Orchestral_Strings_Prevalence,String_Ensemble_Prevalence,Electric_Instrument_Prevalence,Maximum_Number_of_Independent_Voices,Average_Number_of_Independent_Voices,Variability_of_Number_of_Independent_Voices,Voice_Equality_-_Number_of_Notes,Voice_Equality_-_Note_Duration,Voice_Equality_-_Dynamics,Voice_Equality_-_Melodic_Leaps,Voice_Equality_-_Range,Importance_of_Loudest_Voice,Relative_Range_of_Loudest_Voice,Relative_Range_Isolation_of_Loudest_Voice,Relative_Range_of_Highest_Line,Relative_Note_Density_of_Highest_Line,Relative_Note_Durations_of_Lowest_Line,Relative_Size_of_Melodic_Intervals_in_Lowest_Line,Voice_Overlap,Voice_Separation,Variability_of_Voice_Separation,Parallel_Motion,Similar_Motion,Contrary_Motion,Oblique_Motion,Parallel_Fifths,Parallel_Octaves,Dynamic_Range,Variation_of_Dynamics,Variation_of_Dynamics_In_Each_Voice,Average_Note_to_Note_Change_in_Dynamics,Category
9.0,6.0,5.0,0.0,17.0,0.0,0.2419,0.7581,6.0,2.0,75.0,4.274,75.0,0.0,0.1774,0.1935,0.9091,0.9167,1.0,3.0,4.043,3.301,4.579,0.5147,1.158,2.06,5.933,5.171,4.263999999999999,0.0,67.0,7.0,70.0,10.0,0.0,0.0,0.0,0.0,2.0,2.252,3.0,1.0,0.5772,0.33799999999999997,0.122,0.01626,0.1951,0.7724,0.1057,0.08943,0.0,0.0,0.01626,0.0,0.0,0.0,12.0,0.0,0.4463,3.667,7.97,7.945,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,124.0,3.8789999999999996,3.8789999999999996,0.05338,2.0,3.0,1.0,0.9677,1.0,0.032260000000000004,0.0,0.0,0.0,0.125,0.5,0.244,0.25,0.8548,0.1321,1.0,0.06143,-0.2954,15.06,3.3510000000000004,1.0,3.698,0.038310000000000004,0.03125,0.01986,0.1202,0.1202,0.1202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,60.0,120.0,2.0,0.09561,0.08509,1.124,0.1807,0.01967,0.0,0.2,120.0,120.0,0.0,15.98,7.757999999999999,4.0,0.128,0.128,0.03731,0.03731,0.04688,0.2344,0.1134,0.037160000000000006,0.1129,0.0,20.0,10.0,60.0,120.0,2.0,0.09561,0.08509,1.124,0.1807,0.01967,0.0,0.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6048,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Generated
29.0,12.0,2.0,1.0,37.0,0.01695,0.6779999999999999,0.3051,2.0,4.0,69.0,4.992,70.0,10.0,0.1356,0.2119,0.75,0.72,6.0,10.0,7.22,3.766,3.779,-0.3909,0.7899,-0.4373,6.072,4.632,4.681,0.0,74.0,2.0,74.0,2.0,0.0,0.0,0.0,0.0,1.0,6.496,5.0,5.0,0.1111,1.0,0.3504,0.06838,0.1111,0.2137,0.1453,0.06838,0.1111,0.025639999999999996,0.1795,0.04274,0.059829999999999994,0.08547,0.4167,0.025419999999999998,0.4954,1.6030000000000002,11.06,6.222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,118.0,1.6869999999999998,1.6869999999999998,0.3804,6.0,7.0,1.0,0.1186,0.8983,0.8814,0.0339,0.0,0.04237,0.125,2.0,0.5539999999999999,0.5,0.7797,0.1196,1.0,0.3295,0.4919,17.89,3.471,1.0,6.584,0.04582,0.03125,0.07136,0.08088,0.08088,0.08088,1.531,1.531,1.031,1.031,1.531,1.531,0.7071,0.7071,0.0,5.0,9.0,5.0,120.0,80.0,1.5,0.1831,0.1708,1.072,0.3539,0.02928,0.0,0.6,120.0,120.0,0.0,34.97,3.3739999999999997,0.5043,0.2974,0.2974,0.2335,0.2335,0.04688,1.234,0.2724,0.1967,0.025419999999999998,5.0,9.0,5.0,120.0,80.0,1.5,0.1831,0.1708,1.072,0.3539,0.02928,0.0,0.6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5847,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Generated
11.0,7.0,3.0,2.0,17.0,0.0,1.0,0.0,1.0,3.0,62.0,3.5580000000000003,60.0,0.0,0.23199999999999998,0.2707,1.0,0.8571,2.0,2.0,3.6889999999999996,3.261,3.009,0.5121,1.433,0.8263,6.756,5.7829999999999995,8.301,0.0,60.0,0.0,64.0,4.0,0.0,0.0,0.0,0.0,2.0,2.7,4.0,1.0,0.5111,0.2717,0.3167,0.04444,0.1056,0.6167,0.2556,0.02222,0.005556,0.005556,0.03333,0.005556,0.005556,0.005556,1.19,0.005525,0.5058,1.445,4.05,5.867000000000001,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,181.0,1.8840000000000001,1.8840000000000001,0.5801,3.0,3.0,1.0,0.0,0.9503,1.0,0.0,0.0,0.01105,0.5,1.5,0.5304,0.5,0.9503,0.0407,2.0,0.1411,0.6461,33.62,10.65,2.0,13.0,0.0020829999999999998,0.0020829999999999998,3.914e-18,0.00449,0.00449,0.00449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,60.0,120.0,2.0,0.205,0.2013,1.0190000000000001,0.4063,0.03481,0.0,0.4,120.0,120.0,0.0,48.03,3.7689999999999997,0.3107,0.2642,0.2642,0.07073,0.07073,0.249,0.7490000000000001,0.2642,0.07053999999999999,0.0,5.0,5.0,5.0,60.0,120.0,2.0,0.205,0.2013,1.0190000000000001,0.4063,0.03481,0.0,0.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3425,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9.222000000000001,9.222000000000001,10.47,Real
10.0,8.0,5.0,2.0,14.0,0.0,0.6706,0.3294,6.0,2.0,71.0,5.082,67.0,7.0,0.2235,0.2471,0.8947,0.8095,5.0,7.0,3.6519999999999997,3.478,3.24,-0.4639,0.07103,0.8933,5.032,4.945,7.504,0.0,67.0,7.0,72.0,0.0,0.0,0.0,0.0,0.0,2.0,2.432,3.0,1.0,0.4024,0.5294,0.2722,0.142,0.213,0.6154,0.09467,0.07692,0.0,0.01183,0.0355,0.0,0.02367,0.0,0.1429,0.0,0.5517,2.0709999999999997,5.857,4.8580000000000005,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,170.0,1.328,1.328,0.38,5.0,5.0,3.0,0.2824,0.3529,0.7176,0.047060000000000005,0.0,0.2118,0.25,2.0,0.7471,1.0,0.3882,0.7273,3.0,0.4169,-0.021159999999999998,7.7139999999999995,1.604,1.0,0.8359,0.04208,0.0020829999999999998,0.040619999999999996,0.003189,0.003189,0.003189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,6.0,60.0,120.0,2.0,0.2116,0.1958,1.081,0.4074,0.029660000000000002,0.0,0.5,120.0,120.0,0.0,64.03,2.655,0.1754,0.3747,0.3747,0.1963,0.1963,0.1656,0.9990000000000001,0.3754,0.196,0.0,3.0,10.0,6.0,60.0,120.0,2.0,0.2116,0.1958,1.081,0.4074,0.029660000000000002,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4176,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.26,10.26,13.71,Real
7.0,6.0,6.0,3.0,12.0,0.0,0.3875,0.6125,3.0,2.0,73.0,4.338,76.0,4.0,0.2375,0.2375,0.8421,0.9474,2.0,3.0,3.3810000000000002,3.241,2.698,-0.1886,0.3124,0.8479,5.705,5.587000000000001,8.88,0.0,72.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,2.0,3.411,5.0,1.0,0.2132,1.0,0.4984,0.1097,0.1379,0.3511,0.2884,0.1003,0.0,0.05016,0.05016,0.0,0.05016,0.0,2.833,0.0,0.4648,2.1519999999999997,8.235,5.712999999999999,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,320.0,1.702,1.702,0.235,5.0,6.0,3.0,0.2125,0.7,0.7875,0.025,0.0,0.225,0.25,2.0,0.575,0.5,0.4875,0.4359,1.0,0.3202,0.7028,14.36,1.29,1.0,0.8887,0.049010000000000005,0.0020829999999999998,0.0823,0.003833,0.003833,0.003833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,5.0,80.0,40.0,2.0,0.1654,0.1641,1.008,0.3296,0.02482,0.0,0.4,120.0,120.0,0.0,94.03,3.403,0.3886,0.2897,0.2897,0.1721,0.1721,0.1656,1.249,0.2927,0.18,0.0,5.0,14.0,5.0,80.0,40.0,2.0,0.1654,0.1641,1.008,0.3296,0.02482,0.0,0.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2281,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.03,10.03,13.16,Real
21.0,10.0,4.0,1.0,28.0,0.07656,0.823,0.1005,6.0,3.0,65.0,4.522,72.0,0.0,0.1388,0.2201,0.9309999999999999,0.8913,8.0,4.0,6.46,3.3810000000000002,3.895,0.09776,0.4627,0.7961,5.6,5.067,5.346,0.0,64.0,4.0,48.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0669999999999997,4.0,2.0,0.3173,0.5455,0.4279,0.07692,0.149,0.4663,0.2837,0.04808,0.014419999999999999,0.043269999999999996,0.043269999999999996,0.01923,0.004808,0.0,0.6389,0.0,0.4948,1.794,5.879,5.331,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,209.0,1.3230000000000002,1.3230000000000002,0.2164,4.0,3.0,2.0,0.0,0.5455,1.0,0.02392,0.0,0.0,0.5,2.0,0.7512,0.5,0.5455,0.7895,2.0,0.3144,2.397,9.606,2.58,2.0,1.993,0.03125,0.03125,0.0,0.04748,0.04748,0.04748,0.5312,0.5312,0.5312,0.5312,0.5312,0.5312,0.0,0.0,0.0,5.0,5.0,5.0,60.0,40.0,1.5,0.2353,0.2325,1.012,0.4678,0.03551,0.0,0.4,120.0,120.0,0.0,78.98,2.6460000000000004,0.3415,0.3764,0.3764,0.1573,0.1573,0.2344,0.9844,0.36,0.1572,0.0,5.0,5.0,5.0,60.0,40.0,1.5,0.2353,0.2325,1.012,0.4678,0.03551,0.0,0.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.311,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Generated
7.0,6.0,6.0,3.0,12.0,0.0,0.4,0.6,3.0,3.0,73.0,4.077,76.0,4.0,0.271,0.271,0.7619,0.7619,4.0,4.0,3.137,3.295,2.41,-0.2344,0.0705,0.7551,5.938,5.73,9.32,0.0,72.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,2.0,2.7310000000000003,5.0,1.0,0.2201,0.9118,0.5987,0.17800000000000002,0.1165,0.3366,0.3366,0.05177999999999999,0.0,0.0712,0.01294,0.0,0.01294,0.0,1.476,0.0,0.4803,2.209,7.322,5.3389999999999995,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,310.0,1.614,1.614,0.3966,4.0,5.0,3.0,0.2323,0.5871,0.7677,0.0,0.0,0.2903,0.25,1.5,0.6194,0.5,0.3548,0.6545,1.0,0.3222,1.111,7.01,1.026,1.0,0.1609,0.039830000000000004,0.0020829999999999998,0.04061,0.0036450000000000002,0.0036450000000000002,0.0036450000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,6.0,80.0,40.0,2.0,0.1876,0.1869,1.004,0.3745,0.02578,0.0,0.3333,120.0,120.0,0.0,96.03,3.228,0.42100000000000004,0.308,0.308,0.1479,0.1479,0.1656,0.7490000000000001,0.3086,0.14800000000000002,0.0,2.0,12.0,6.0,80.0,40.0,2.0,0.1876,0.1869,1.004,0.3745,0.02578,0.0,0.3333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2355,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.12,10.12,13.03,Real
10.0,6.0,6.0,3.0,19.0,0.0,0.7938,0.2062,5.0,2.0,68.0,4.031000000000001,67.0,0.0,0.1856,0.2268,0.8333,1.0,3.0,4.0,4.997,3.1060000000000003,1.9569999999999999,0.6684,0.029869999999999997,0.1738,5.184,4.8389999999999995,12.68,0.0,79.0,7.0,62.0,2.0,0.0,0.0,0.0,0.0,2.0,3.6630000000000003,3.0,1.0,0.3472,0.8059999999999999,0.5544,0.06736,0.0,0.3472,0.3834,0.04145,0.0,0.06217999999999999,0.05181,0.0,0.031089999999999996,0.01554,2.7,0.0,0.4278,1.475,5.754,4.9239999999999995,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,194.0,1.011,1.011,0.0436,2.0,2.0,1.0,0.0,0.02062,1.0,0.0,0.0,0.0,0.5,1.0,0.9897,1.0,0.9794,0.02105,2.0,0.07124,-0.4342,50.79,38.8,29.0,46.17,0.03125,0.03125,0.0,0.03142,0.03142,0.03142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,120.0,60.0,2.0,0.3304,0.3287,1.005,0.6592,0.04459,0.0,1.0,120.0,120.0,0.0,95.98,2.021,0.5004,0.4938,0.4938,0.035710000000000006,0.035710000000000006,0.2344,0.4844,0.4792,0.03562,0.0,3.0,3.0,3.0,120.0,60.0,2.0,0.3304,0.3287,1.005,0.6592,0.04459,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3505,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Generated
8.0,7.0,4.0,1.0,12.0,0.0,1.0,0.0,5.0,3.0,60.0,4.118,62.0,2.0,0.2549,0.2549,0.7308,0.7308,2.0,2.0,3.177,3.2039999999999997,2.773,-0.9997,0.1102,0.8908,5.362,5.176,9.695,0.0,60.0,0.0,57.0,9.0,0.0,0.0,0.0,0.0,2.0,2.109,4.0,1.0,0.495,0.38,0.3861,0.1386,0.09901,0.5941,0.2376,0.0,0.0,0.0,0.0198,0.009901,0.0,0.0,3.8,0.03922,0.4943,1.851,4.489,4.5169999999999995,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,102.0,1.5919999999999999,1.5919999999999999,0.5812,3.0,3.0,1.0,0.0,0.8627,1.0,0.0,0.0,0.1176,0.5,1.5,0.6275,0.5,0.8627,0.1364,3.0,0.3277,1.167,9.488,3.923,1.0,4.569,0.0020829999999999998,0.0020829999999999998,1.3069999999999999e-18,0.004163,0.004163,0.004163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,60.0,80.0,1.3330000000000002,0.2207,0.2063,1.07,0.42700000000000005,0.03487,0.0,0.4,120.0,120.0,0.0,32.03,3.185,0.4227,0.3133,0.3133,0.1645,0.1645,0.249,0.7490000000000001,0.3127,0.1638,0.0,5.0,5.0,5.0,60.0,80.0,1.3330000000000002,0.2207,0.2063,1.07,0.42700000000000005,0.03487,0.0,0.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5882,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9.741,9.741,12.3,Real
8.0,6.0,4.0,2.0,14.0,0.0,0.9538,0.04615,5.0,2.0,66.0,5.2620000000000005,67.0,7.0,0.3385,0.3385,0.5909,0.5909,3.0,3.0,3.365,3.016,1.392,-0.2331,-1.729,0.2652,5.657,5.096,5.065,0.0,64.0,4.0,69.0,9.0,0.0,0.0,0.0,0.0,2.0,2.5660000000000003,4.0,1.0,0.3721,0.6667,0.4186,0.124,0.062020000000000006,0.4341,0.2636,0.1473,0.0,0.031010000000000003,0.0,0.0,0.0,0.0,16.0,0.0,0.4602,1.614,4.7,3.486,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,130.0,1.547,1.547,0.3227,3.0,3.0,2.0,0.0,0.7692,1.0,0.0,0.0,0.06154,0.5,1.5,0.6462,0.5,0.7692,0.22,2.0,0.2883,1.521,8.527999999999999,2.407,1.0,5.053,0.0020829999999999998,0.0020829999999999998,2.6119999999999997e-18,0.003867,0.003867,0.003867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,80.0,40.0,2.0,0.23199999999999998,0.2224,1.043,0.4544,0.03503,0.0,0.4,120.0,120.0,0.0,42.03,3.093,0.765,0.3187,0.3187,0.1397,0.1397,0.249,0.7490000000000001,0.322,0.1442,0.0,5.0,5.0,5.0,80.0,40.0,2.0,0.23199999999999998,0.2224,1.043,0.4544,0.03503,0.0,0.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5077,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.47,10.47,15.31,Real
